subtitle,author,url,text,section,title,date
Nao tem subtitle,Nao tem autor,https://www.oantagonista.com/brasil/procuradores-fazem-eleicao-interna-em-junho/,"A Associação Nacional dos Procuradores da República marcou para 18 de junho a eleição interna que formará a lista tríplice de indicados a procurador-geral da República.Raquel Dodge termina o mandato em setembro e pode tentar a recondução.Segundo a Folha, haverá seis debates entre os candidatos — até o momento, já se apresentaram como concorrentes Vladimir Aras, Nicolao Dino, Mário Bonsaglia, Lauro Pinto Cardoso e Blal Dalloul.Jair Bolsonaro não é obrigado a escolher um dos três mais votados, como se tornou tradição desde o governo Lula.A associação defende o método porque garante ao nome que for escolhido a partir da lista maior respaldo interno entre os pares.",Brasil,Procuradores fazem eleição interna em junho,04/04/2019 13:29:04
Nao tem subtitle,Nao tem autor,https://www.oantagonista.com/brasil/verdadeira-razao-de-dias-toffoli/,"Dias Toffoli adiou o julgamento sobre a prisão de condenados em segunda instância, por medo da repercusssão que uma eventual libertação de Lula poderia ter, dizem jornais.Na verdade, adiou porque o STF provavelmente decidiria pela manutenção da regra atual. ",Brasil,A verdadeira razão de Dias Toffoli,04/04/2019 13:38:16
Nao tem subtitle,Nao tem autor,https://www.oantagonista.com/brasil/serenidade-de-guedes/,"Em um evento da construção civil, em São Paulo, Rogério Marinho disse hoje que o ministro Paulo Guedes “deu resposta altiva a quem o ofendeu” durante a sessão de ontem na CCJ da Câmara.“Guedes teve mais serenidade na CCJ do que eu achava que ele teria.”",Brasil,A serenidade de Guedes,04/04/2019 12:47:50
Nao tem subtitle,Nao tem autor,https://www.oantagonista.com/internet/o-ira-nao-quer-reforma-da-previdencia-de-guedes/,Levantamento do desempenho da tag #TchutchucaDosBanqueiros no Twitter indica forte impulsionamento por IPs localizados no Irã.Devem ser amigos virtuais de Zeca ‘Hassan’ Dirceu.,Internet,O Irã não quer a reforma da Previdência de Guedes,04/04/2019 12:50:23
Nao tem subtitle,Nao tem autor,https://www.oantagonista.com/brasil/com-que-moral-zeca-dirceu-fala-em-nome-dos-brasileiros/,"Em um evento há pouco em São Paulo, João Doria perguntou “com que moral Zeca Dirceu fala em nome dos brasileiros?”.É uma boa pergunta.",Brasil,“Com que moral Zeca Dirceu fala em nome dos brasileiros?”,04/04/2019 12:56:04
Nao tem subtitle,Nao tem autor,https://www.oantagonista.com/brasil/chefe-de-gabinete-de-velez-tambem-saiu/,"O Diário Oficial de hoje também traz a demissão da chefe de gabinete do Ministério da Educação, Josie de Jesus.No lugar dela, entra Marcos de Araújo, ex-subcomandante geral da PM do Distrito Federal e professor da Academia dos Bombeiros.",Brasil,Chefe de gabinete de Vélez também saiu,04/04/2019 12:58:39
Nao tem subtitle,Nao tem autor,https://www.oantagonista.com/brasil/menos-e-mais-2/,"Gente na cúpula do Exército tenta convencer o vice-presidente, Hamilton Mourão, a evitar os comentários quase diários sobre atos ou palavras do presidente, Jair Bolsonaro.Há o entendimento de que parte da imprensa estimula Mourão a fazer declarações polêmicas que só alimentam o clima de desconfiança no Palácio do Planalto.",Brasil,Menos é mais,04/04/2019 13:32:22
Nao tem subtitle,Nao tem autor,https://www.oantagonista.com/brasil/quem-quer/,"soube que Bruno Garschagen recebeu uma oferta de trabalho bem mais interessante, por isso deixou o MEC. Atualmente, qualquer coisa é mais interessante.",Brasil,Quem quer?,04/04/2019 12:35:46
Nao tem subtitle,Nao tem autor,https://www.oantagonista.com/brasil/presidente-stj-jamais-deve-o-julgador-decidir-pautado-pelo-clamor-popular/,"Em sessão em comemoração aos 30 anos do STJ, o presidente da Corte, João Otávio de Noronha, disse o seguinte há pouco:“A voz da Justiça, sob nenhuma condição, deve submeter-se às expectativas de uma opinião pública assentada no sentimento de um país midiático, ou seja, jamais deve o julgador decidir pautado pelo clamor popular, mas pelas regras jurídicas, sem desconsiderar os reflexos de suas decisões sobre a sociedade.”De acordo com o ministro, “o grau de governabilidade desta nação vai depender da eficiência com que os três poderes instituídos, independentes e harmônicos entre si, exerçam suas funções originárias com plenitude e nos limites das respectivas competências”.Você pode ler a íntegra do discurso clicando .",Brasil,Presidente do STJ: “Jamais deve o julgador decidir pautado pelo clamor popular”,04/04/2019 13:03:29
Nao tem subtitle,Nao tem autor,https://www.oantagonista.com/brasil/pitbull-de-guedes/,"Daniella Cosentino, assessora especial de Paulo Guedes, salvou o ministro de uma armadilha ontem.Como registramos mais cedo, Maria do Rosário chegou a acionar a Polícia Legislativa contra a assessora.A deputada ficou irritada quando Daniella pediu para Felipe Francischini encerrar a sessão, diante do barraco armado pela bancada do barulho.Além do ataque verbal contra o ministro, a assessora notou que Maria do Rosário buscava algum tipo de contato físico com Guedes e imaginou o pior, se colocando entre os dois.",Brasil,A pitbull de Guedes,04/04/2019 13:10:08
Nao tem subtitle,Nao tem autor,https://www.oantagonista.com/brasil/esquerda-se-apropria-de-narrativas-e-coloca-como-verdade-absoluta/,"Ainda no evento da construção civil, em São Paulo, o secretário especial da Previdência, Rogério Marinho, aproveitou para desmascarar a falaciosa narrativa da esquerda sobre a reforma.“A esquerda se apropria de narrativas e as coloca como verdade absoluta. Esquecem que a falta de perspectiva econômica afeta mais os mais pobres e os mais jovens.”E mais:“As pessoas querem investir no nosso país, estamos em momento de rara oportunidade. Os investimentos aguardam que o Brasil mostre que é capaz de honrar compromissos que fez com mercado externo.”",Brasil,“A esquerda se apropria de narrativas e as coloca como verdade absoluta”,04/04/2019 12:50:12
Nao tem subtitle,Nao tem autor,https://www.oantagonista.com/brasil/moro-o-que-vimos-no-passado-foi-uma-quase-total-omissao/,"Sergio Moro, ao participar da abertura da reunião do Grupo Nacional de Combate às Organizações Criminosas, na Procuradoria de Justiça Militar, criticou há pouco a postura de governos anteriores no combate à corrupção.“O que vimos no passado, especialmente em relação ao problema da grande corrupção, foi uma quase total omissão por parte do governo federal em apresentar propostas direcionadas a melhorar o quadro normativo em relação ao enfrentamento à corrupção.”Ao defender seu pacote anticrime, o ministro da Justiça comentou também:“Temos outras ideias para o enfrentamento à corrupção, criminalidade organizada e crimes violentos, mas nosso propósito inicial foi apresentar um projeto relativamente simples. Se fossemos colocar tudo o que nós teríamos, o projeto ficaria muito longo e levaria a maiores dificuldades para enfrentar o problema.”",Brasil,Moro: “O que vimos no passado foi uma quase total omissão”,04/04/2019 12:31:02
Nao tem subtitle,Nao tem autor,https://www.oantagonista.com/brasil/barroso-e-fachin-criticam-colegas-que-desrespeitam-decisao-sobre-2a-instancia/,"Na sessão da manhã de hoje no TSE, os ministros Luís Roberto Barroso e Edson Fachin, também do STF, criticaram decisões individuais de colegas que soltam condenados na segunda instância.“Nas democracias maduras, uma vez fixada uma tese jurídica pela Suprema Corte, os demais magistrados seguem a orientação colegiadamente fixada. Então, o fato de que alguém deixe de seguir a orientação do Supremo está longe de obrigar os outros magistrados do país a errarem por isonomia”, disse Barroso.“Eu creio que se demonstra respeito a um tribunal constitucional respeitando as decisões colegiadas majoritárias. Isso não pode operar como um limpador de para-brisa, ora está aqui, ora está acolá. É fundamental que se tenha uma diretriz e um mínimo de previsibilidade”, acrescentou Fachin.Os comentários foram feitos durante julgamento, interrompido por um pedido de vista de Og Fernandes, em que uma ré condenada em segunda instância em processo eleitoral pede para recorrer em liberdade.",Brasil,Barroso e Fachin criticam colegas que desrespeitam decisão sobre 2ª instância,04/04/2019 12:35:28
Nao tem subtitle,Nao tem autor,https://www.oantagonista.com/brasil/e-assim-que-eles-vao-agir-diz-doria-sobre-esquerda-no-debate-da-reforma-da-previdencia/,"Em um evento do Banco Daycoval, o governador de São Paulo, João Doria, disse hoje que depois de ver a esquerda agindo na CCJ da Câmara, dobará sua aposta na reforma da Previdência.“Os partidos de esquerda vão intimidar aqueles que defendem reforma. Tentaram emparedar o ministro, de maneira grosseira, estúpida. É assim que eles vão agir. Se nós, da sociedade civil, ficarmos calados, eles vencem no grito.”O tucano acrescentou:“Tentaram inibir e encurralar o ministro para colocá-lo no corner, para que, quem sabe, ele desista de sua missão como ministro.”",Brasil,"“É assim que eles vão agir”, diz Doria sobre a esquerda no debate da reforma da Previdência",04/04/2019 12:53:38
Nao tem subtitle,Diego Amorim,https://www.oantagonista.com/brasil/tucano-cotado-para-o-mec/,"Em Brasília, corre nos bastidores que Izalci Lucas, senador pelo PSDB do Distrito Federal, poderia vir a assumir o Ministério da Educação, em uma eventual queda de Ricardo Vélez.“Não fui convidado oficialmente ainda, ainda não. Muitas especulações. Muita gente me apoiando, mas ainda ninguém falou comigo”, disse o parlamentar a .E se o convite surgir realmente?“Para mim, seria uma missão. Sou soldado da educação.”",Brasil,Tucano cotado para o MEC?,04/04/2019 12:07:25
Nao tem subtitle,Nao tem autor,https://www.oantagonista.com/brasil/qual-e-o-seu-partido/,"Jair Bolsonaro vai se reunir com os presidentes dos partidos, mas os partidos não existem mais.Segundo pesquisa do Atlas Político, 65,6% dos entrevistados descarta todas as siglas.O PT ainda tem 15,8% do eleitorado, embora a  dos brasileiros defenda que Lula continue na cadeia.O PSL evaporou em seis meses. E o resto é irrelevante.",Brasil,Qual é o seu partido?,04/04/2019 11:40:37
Nao tem subtitle,Nao tem autor,https://www.oantagonista.com/brasil/alckmin-aquilo-que-gente-entender-que-nao-e-justo-votaremos-contra/,"Geraldo Alckmin saiu do encontro com Jair Bolsonaro sem manifestar grande entusiasmo:“O importante na reforma é idade mínima e tempo de transição. A reforma é muito complexa, muito detalhista, muito longa. Nós não aprovaremos nenhum benefício menor que um salário mínimo.A reforma da Previdência precisa ser centrada em dois objetivos. O primeiro é justiça social. Não é possível permitir privilégios e é preciso proteger aqueles que mais precisam.Temos um sistema de distribuição de renda, que é o regime geral. São mais de 33 milhões de aposentados e pensionistas, 70% ganha um salário mínimo e  a média é R$ 1.390 e ninguém ganham mais que R$ 5 mil.”Sobre a possibilidade de fazer parte do governo, ele respondeu:“O PSDB tem uma postura de independência em relação ao governo. Não há nenhum tipo de troca. Não participaremos do governo, não aceitamos no governo e votamos com o Brasil. Aquilo que a gente entende que é importante para o país, para voltar a crescer, ter emprego, ter renda, o partido vai votar favorável. Aquilo que a gente entender que não é justo, nós votaremos contra.” ",Brasil,Alckmin: “Não há nenhum tipo de troca”,04/04/2019 12:20:37
Nao tem subtitle,Diego Amorim,https://www.oantagonista.com/brasil/se-fosse-na-semana-passada-seria-uma-catastrofe/,"O líder do PR, Wellington Roberto, disse a  que o adiamento da ida de Paulo Guedes à CCJ não foi capaz de amenizar os ânimos na Câmara.“Se fosse na semana passada, seria uma catástrofe. Ontem, não foi bom. Quando há um enfrentamento, é porque os dois lados erraram”, comentou.Na avaliação do deputado, “o ministro afrontou o Parlamento” e a oposição também não se comportou bem.“Não estou vendo um clima mais ameno. Pelo contrário, acho que houve um acirramento. E não precisa ser político ou jornalista para perceber que a sessão de ontem não foi boa para o governo. O próprio partido do presidente não mostrou serviço e aqueles que eles contam como suposta base também não compareceram.”Ainda segundo Roberto, “o clima é de guerra”.",Brasil,"“Se fosse na semana passada, seria uma catástrofe”",04/04/2019 12:17:58
Nao tem subtitle,Diego Amorim,https://www.oantagonista.com/brasil/ele-nao-tem-que-fazer-perguntas-para-o-parlamento/," enviou a deputados da oposição que compõem a CCJ as perguntas feitas ontem por Paulo Guedes e que, na confusão, acabaram ficando sem respostas.Por exemplo: Por que não botaram imposto sobre dividendos, não cortaram dividendos? Por que deram benefícios para bilionários? Por que deram dinheiro para a JBS? Por que deram dinheiro para o BNDES? Vocês têm medo de cortar a aposentadoria dos militares?O petista Henrique Fontana quis conversar com o site. O deputado, que foi líder nos governos de Lula e Dilma Rousseff, avaliou que o ministro da Economia “fez divagações de caráter genérico” e disse esperar que “ele volte pelo menos na comissão especial”.Sobre a pergunta feita por Guedes em relação à aposentadoria dos militares, Fontana comentou:“Não concordo com o texto das militares. O ministro fez uma provocação extremamente irresponsável. Ele deveria ter dito qual a opinião do governo sobre os militares. Ele estava lá para defender a posição do governo que ele representa. Eu posso responder qualquer pergunta que ele fizer para mim. Mas ele tem que responder as perguntas sobre as propostas. Ele não tem que fazer perguntas para o Parlamento, ele tem que explicar por que defendeu aquela proposta.”Sobre as demais perguntas do ministro, o parlamentar afirmou que, no governo do PT, em 2012, o Congresso aprovou, na avaliação dele, “a reforma mais estrutural das últimas décadas para o regimento de Previdência para servidores”, sem o voto do então deputado Jair Bolsonaro. Ele também disse que o governo petista tentou aprovar o imposto sobre lucros e dividendos, mas “a direita e a centro-direita negaram essa possibilidade”.Fontana terminou a conversa acusando o ministro, vejam só, de “brincar de dividir o Brasil”.“Ele tem que aprender a ter um convívio de urbanidade, ele não é dono do Brasil. Ele não está falando com os empregados dele.”Ao perceber a besteira que falou, o deputado se corrigiu a tempo: “Nem com os empregados ele deveria falar assim”.",Brasil,“Ele não tem que fazer perguntas para o Parlamento”,04/04/2019 11:35:24
Nao tem subtitle,Nao tem autor,https://www.oantagonista.com/brasil/moro-no-twitter/,Sergio Moro se rendeu ao Twitter.O ministro da Justiça diz que usará a rede social para explicar o pacote anticrime e outras medidas da pasta.,Brasil,Moro no Twitter,04/04/2019 10:53:14
Nao tem subtitle,Diego Amorim,https://www.oantagonista.com/brasil/psd-nao-integrara-base-de-bolsonaro/,"Gilberto Kassab, presidente do PSD, deixou o encontro com Jair Bolsonaro, no Palácio do Planalto, reafirmando que o partido não fechará questão sobre a reforma da Previdência.A legenda, segundo ele, vai contribuir para a aprovação das reformas, mas continuará com uma postura independente, ou seja, não integrará a base de apoio ao governo.",Brasil,PSD não integrará base de Bolsonaro,04/04/2019 10:37:04
Nao tem subtitle,Nao tem autor,https://www.oantagonista.com/brasil/bolsonaro-cai-2/,"A aprovação do governo de Jair Bolsonaro continua em queda.Segundo a pesquisa do Atlas Político, ele é bom ou ótimo para 30,5% do eleitorado, regular para 32,4% e ruim ou péssimo para 31,2%.Em fevereiro, ele aparecia com 38,7% de bom ou ótimo, 29,6% de regular e 22,5% de ruim ou péssimo.",Brasil,Bolsonaro cai,04/04/2019 10:17:17
Nao tem subtitle,Nao tem autor,https://www.oantagonista.com/brasil/deputado-rebate-secretario-da-receita/,"Daniel Coelho, líder do Cidadania (ex-PPS) na Câmara, rebateu no Twitter o secretário especial da Receita, Marcos Cintra, que escreveu que Paulo Guedes “mostrou que não precisa ter apoio de ninguém para aprovar seus projetos no Legislativo”.“Para de falar besteira”, disse o deputado.“Se não tiver como ajudar, melhor ficar calado para não atrapalhar.”",Brasil,Deputado rebate secretário da Receita,04/04/2019 10:20:50
Nao tem subtitle,Nao tem autor,https://www.oantagonista.com/brasil/marinho-diz-que-ccj-nao-teve-o-melhor-dos-desfechos/,"Na saída de um evento da construção civil em São Paulo, o secretário especial da Previdência, Rogério Marinho, disse há pouco que a sessão da CCJ da Câmara ontem “não teve o melhor dos desfechos”.Mas a avaliação dele da participação de Paulo Guedes é positiva.“A avaliação é positiva porque o dia de ontem não foi para discutir o projeto da reforma da Previdência, para entrar em detalhes, em motivações. Foi um dia para discutir uma questão política, para apresentar as visões de mundo que cada um dos grupos representados tem. Mas quem ganhou a eleição foi um grupo que tem uma visão liberal, que quer desburocratizar e simplificar a Constituição.”",Brasil,Marinho diz que CCJ ‘não teve o melhor dos desfechos’,04/04/2019 10:59:22
Nao tem subtitle,Nao tem autor,https://www.oantagonista.com/brasil/deu-para-entender-provoca-secretario/,"Marcos Cintra, secretário especial da Receita, voltou ao Twitter para explicar a mensagem publicada ontem, quando ele escreveu que Paulo Guedes “não precisa ter apoio de ninguém para aprovar seus projetos no Legislativo”.“Tem gente que não entendeu: vou soletrar”, diz ele.",Brasil,"“Deu para entender?”, provoca secretário",04/04/2019 11:06:16
Nao tem subtitle,Nao tem autor,https://www.oantagonista.com/brasil/sergio-moro-e-figura-mais-popular-brasil/,"Sergio Moro é – disparado – a figura mais popular do Brasil.A pesquisa do Atlas Político, encomendada pelo El País, revela que 61,5% dos brasileiros têm uma imagem positiva dele.Jair Bolsonaro está em segundo lugar: 49,5% a favor e 40,7% contra.A imagem de Paulo Guedes é muito positiva: 39,1%. E isso foi antes do tchutchuca.",Brasil,Sergio Moro é a figura mais popular do Brasil,04/04/2019 10:10:42
Nao tem subtitle,Nao tem autor,https://www.oantagonista.com/brasil/decisao-de-toffoli-que-adiou-o-julgamento-da-prisao-na-2a-instancia/,"Dias Toffoli retirou da pauta o julgamento da prisão em segunda instância, como registramos.Eis o documento em que o presidente do STF comunica o presidente da OAB da decisão — o julgamento estava previsto para o próximo dia 10:",Brasil,A decisão de Toffoli que adiou o julgamento da prisão na 2ª instância,04/04/2019 10:32:05
Nao tem subtitle,Nao tem autor,https://www.oantagonista.com/brasil/militares-vao-pressionar-mais-pela-saida-de-velez-diz-jornal/,"A Folha de S. Paulo diz que, “numa ironia”, a defesa do ministro da Educação, Ricardo Vélez, de que os livros escolares precisam ensinar que não houve golpe em 1964 irritou a cúpula militar e “pode ser a gota d´água no seu processo de fritura”.O jornal acrescenta que integrantes do núcleo militar do governo farão chegar a Jair Bolsonaro que a paciência com o ministro acabou.",Brasil,"Militares vão pressionar mais pela saída de Vélez, diz jornal",04/04/2019 11:15:46
Nao tem subtitle,Nao tem autor,https://www.oantagonista.com/brasil/deputado-ataca-lava-jato-enterrou-o-pais/,"O deputado Ricardo Barros, do PP do Paraná, atacou a Lava Jato durante a sessão de ontem da Comissão de Fiscalização Financeira e Controle da Câmara.O ex-ministro da Saúde falou em “castelo de areia” e disse que o país está vivendo um “revés institucional”.“Não é invertendo o ônus da prova, sequestrando bens e obrigando as pessoas a provarem. Cabe ao Judiciário provar a culpa, e não ao cidadão provar que não tem culpa. Vamos parar de brincar, de ficar jogando para a plateia, de fazer fumaça. A Lava Jato enterrou o país, 10% do PIB nós perdemos, porque não quis fazer leniência.”É claro que Paulo Guedes na CCJ dominou o noticiário ontem, mas seus eleitores precisam saber o que você pensa sobre a Lava Jato, deputado. Fica aqui o registro.",Brasil,Deputado ataca a Lava Jato: “Enterrou o país”,04/04/2019 09:30:56
Nao tem subtitle,Nao tem autor,https://www.oantagonista.com/brasil/opiniao-favor-da-prisao-de-lula-se-cristalizou/,"Pesquisa encomendada pelo El País revela que 59,5% dos brasileiros possuem uma imagem negativa de Lula.E 57,9% se mostram  de sua prisão.O diretor do Atlas Político disse:“É certo que a opinião a favor da prisão de Lula se cristalizou.”",Brasil,“A opinião a favor da prisão de Lula se cristalizou”,04/04/2019 10:04:35
Nao tem subtitle,Nao tem autor,https://www.oantagonista.com/brasil/toffoli-retira-da-pauta-prisao-em-segunda-instancia/,"Dias Toffoli retirou da pauta o julgamento da prisão em segunda instância.Diz o G1:“Toffoli tomou a decisão por volta das 23h da quarta-feira, antes de embarcar para Boston, nos Estados Unidos, onde participa de um encontro sobre o Brasil com alunos de universidades americanas.”Lula depende de alguma outra manobra para ser solto imediatamente. ",Brasil,Toffoli retira da pauta a prisão em segunda instância,04/04/2019 09:35:32
Nao tem subtitle,Nao tem autor,https://www.oantagonista.com/brasil/ciro-esquerda-antiga-cai-como-um-patinho/,"Ciro Gomes disse ao Estadão:“Tenho uma tese de que o Bolsonaro está muito bem orientado sob o ponto de vista da marquetagem. Para todas as dificuldades reais que acabam fragilizando (o governo), ele inventa em cima uma tese. E a esquerda antiga cai como um patinho e polariza. É claramente uma estratégia esse divisionismo. Ele vai dando argumentos cíclicos para a turma dele se coesionar (sic) em outro universo (…).Ele vai e diz que o nazismo é de esquerda. Pronto: aí a turma do PT antiga cai, todo mundo achando que vai ‘lacrar’ mostrando que ele é louco. Mas aí o Bolsonaro já deu argumento para coesionar outro universo que não é a perda do comércio exterior ou a inscrição do Brasil no itinerário do terror, que são coisas concretas.”O universo de Ciro Gomes ainda não foi inteiramente coesionado.",Brasil,Ciro: “A esquerda antiga cai como um patinho”,04/04/2019 09:41:56
Nao tem subtitle,Diego Amorim,https://www.oantagonista.com/brasil/zeca-dirceu-questoes-dele-nao-merecem-respostas/," enviou a deputados da oposição que compõem a CCJ as perguntas feitas ontem por Paulo Guedes e que, na confusão, acabaram ficando sem respostas.Por exemplo: Por que não botaram imposto sobre dividendos, não cortaram dividendos? Por que deram benefícios para bilionários? Por que deram dinheiro para a JBS? Por que deram dinheiro para o BNDES? Vocês têm medo de cortar a aposentadoria dos militares?Por enquanto, apenas Zeca Dirceu respondeu. E desta forma:“As questões dele não merecem respostas. Fui prefeito duas vezes e nunca deixei de fazer algo importante em razão de qualquer atitude dos meus antecessores. Isso se chama covardia.”Questionado se não há incoerência na postura da oposição da qual ele faz parte, o filho de Zé Dirceu acrescentou:“Minha obrigação é falar, cobrar, sugerir aquilo que eu e meus eleitores entendemos ser melhor para o Brasil. Ele [Guedes] e grande parte do governo erram feio quando ficam olhando só pra trás, não agem agora, não enxergam lá na frente. Uma tragédia.”",Brasil,Zeca Dirceu: “As questões dele não merecem respostas”,04/04/2019 10:07:41
Nao tem subtitle,Nao tem autor,https://www.oantagonista.com/brasil/prisao-de-lula-tem-o-apoio-de-579-dos-brasileiros/,"Uma pesquisa encomendada pelo El País mostra que 57,9% dos brasileiros defendem a prisão de Lula.Só 33,1% são contrários.Esse número só aumenta.",Brasil,"Prisão de Lula tem o apoio de 57,9% dos brasileiros",04/04/2019 10:00:22
Nao tem subtitle,Diego Amorim,https://www.oantagonista.com/brasil/estrategia-de-collor/," descobriu quais são os  que levaram Fernando Collor a se afastar do Senado por quatro meses.Trata-se de uma estratégia, claro.Collor quer manter força política no estado, onde a família de Renan Calheiros, seu adversário nas urnas, ainda manda e desmanda.Ao abrir espaço para a suplente Renilde Bulhões, o ex-presidente valoriza uma família influente, que já governou Alagoas na década de 1990. Em troca, claro, Collor vai querer o apoio do grupo nas próximas eleições.",Brasil,A estratégia de Collor,04/04/2019 09:00:26
